filename,x,y,z,omega,phi,kappa
Image_000001.jpg,0.0047291815,0.011097357,-0.0008268588,-46.93565,6.5491014,166.08449
Image_000002.jpg,0.004655052,-0.0026931101,-0.010921761,-40.171272,14.929811,165.19133
Image_000003.jpg,0.0033684243,0.0045117806,-0.0085467845,-42.439075,6.8951864,167.62872
Image_000004.jpg,0.0027372015,-0.0033241631,-0.015526863,-35.54415,7.7431364,166.24731
Image_000005.jpg,0.006369752,-0.005247312,-0.023297513,-30.581404,8.627521,165.89053
Image_000006.jpg,0.010081048,-0.011826184,-0.03367579,-22.70328,14.431187,163.70738
Image_000007.jpg,0.011756083,-0.013044953,-0.034245856,-22.652328,12.563248,163.77118
Image_000008.jpg,0.013912862,-0.009762491,-0.026920825,-27.648472,9.703986,165.36526
