Timestamp,GPSLatitude,GPSLongitude,GPSAltitude,HorizontalAccuracy,VerticalAccuracy,Course,CourseAccuracy
1650607417.867621,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
